Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range,Normalized Title
Glass,"Hopkins, Ellen",,,,Florida,Santa Rosa County Schools,2023-2024,glass
People Kill People,"Hopkins, Ellen",,,,Florida,Santa Rosa County Schools,2023-2024,people kill people
Perfect (EH),"Hopkins, Ellen",,,,Florida,Santa Rosa County Schools,2023-2024,perfect
Smoke,"Hopkins, Ellen",,,,Florida,Santa Rosa County Schools,2023-2024,smoke
Tilt (EH),"Hopkins, Ellen",,,,Florida,Santa Rosa County Schools,2023-2024,tilt
Traffick,"Hopkins, Ellen",,,,Florida,Santa Rosa County Schools,2023-2024,traffick
The Kite Runner,"Hosseini, Khaled",,,,Florida,Santa Rosa County Schools,2023-2024,the kite runner
Allegedly,"Jackson, Tiffany D.",,,,Florida,Santa Rosa County Schools,2023-2024,allegedly
"Black Leopard, Red Wolf","James, Marlon",,,,Florida,Santa Rosa County Schools,2023-2024,"black leopard, red wolf"
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Santa Rosa County Schools,2023-2024,all boys aren't blue
Home Body,"Kaur, Rupi",,,,Florida,Santa Rosa County Schools,2023-2024,home body
Milk and Honey,"Kaur, Rupi",,,,Florida,Santa Rosa County Schools,2023-2024,milk and honey
Kiss and Tell,"Khorram, Adib",,,,Florida,Santa Rosa County Schools,2023-2024,kiss and tell
Bag of Bones,"King, Stephen",,,,Florida,Santa Rosa County Schools,2023-2024,bag of bones
Cell,"King, Stephen",,,,Florida,Santa Rosa County Schools,2023-2024,cell
"Full Dark, No Stars","King, Stephen",,,,Florida,Santa Rosa County Schools,2023-2024,"full dark, no stars"
It,"King, Stephen",,,,Florida,Santa Rosa County Schools,2023-2024,it
The Bazaar of Bad Dreams,"King, Stephen",,,,Florida,Santa Rosa County Schools,2023-2024,the bazaar of bad dreams
The Drawing of the Three,"King, Stephen",,"Hale, Phil",,Florida,Santa Rosa County Schools,2023-2024,the drawing of the three
The Long Walk,"King, Stephen",,,,Florida,Santa Rosa County Schools,2023-2024,the long walk
Relish: My Life in the Kitchen,"Knisley, Lucy",,,,Florida,Santa Rosa County Schools,2023-2024,relish: my life in the kitchen
The Voice of the Night,"Koontz, Dean R.",,,,Florida,Santa Rosa County Schools,2023-2024,the voice of the night
Grave Mercy,"LaFevers, Robin",,,,Florida,Santa Rosa County Schools,2023-2024,grave mercy
Kingsbane,"Legrand, Claire",,,,Florida,Santa Rosa County Schools,2023-2024,kingsbane
Lightbringer,"Legrand, Claire",,,,Florida,Santa Rosa County Schools,2023-2024,lightbringer
21 Proms,"Levithan, David","Anderson, Jodi Lynn; Black, Holly; Bray, Libba; Cohn, Rachel; Craft, Elizabeth; de la Cruz, Melissa; Ehrenhoft, Daniel; Friedman, Aimee; Green, John; Hartinger, Brent; Leitch, Will; Lockhart, E.; Margolis, Leslie; Merrell, Billy; Mlynowski, Sarah; Sandell, Lisa Ann; Vizzini, Ned; von Ziegesar, Cecily; Vrettas, Adrienne Maria; Woodson, Jacqueline",,,Florida,Santa Rosa County Schools,2023-2024,21 proms
A Scatter of Light,"Lo, Malinda",,,,Florida,Santa Rosa County Schools,2023-2024,a scatter of light
Boy Toy,"Lyga, Barry",,,,Florida,Santa Rosa County Schools,2023-2024,boy toy
Empire of Storms,"Maas, Sarah J.",,,,Florida,Santa Rosa County Schools,2023-2024,empire of storms
The Dragon Factory,"Maberry, Jonathan",,,,Florida,Santa Rosa County Schools,2023-2024,the dragon factory
Defy Me,"Mafi, Tahereh",,,,Florida,Santa Rosa County Schools,2023-2024,defy me
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",,,,Florida,Santa Rosa County Schools,2023-2024,wicked: the life and times of the wicked witch of the west
A Clash of Kings,"Martin, George R. R.",,,,Florida,Santa Rosa County Schools,2023-2024,a clash of kings
The Truth About Alice: A Novel,"Mathieu, Jennifer",,,,Florida,Santa Rosa County Schools,2023-2024,the truth about alice: a novel
Man o' War,"McCarthy, Cory",,,,Florida,Santa Rosa County Schools,2023-2024,man o' war
Sold,"McCormick, Patricia",,,,Florida,Santa Rosa County Schools,2023-2024,sold
I'm Glad My Mom Died,"McCurdy, Jennette",,,,Florida,Santa Rosa County Schools,2023-2024,i'm glad my mom died
"Red, White, and Royal Blue","McQuiston, Casey",,,,Florida,Santa Rosa County Schools,2023-2024,"red, white, and royal blue"
The Bluest Eye,"Morrison, Toni",,,,Florida,Santa Rosa County Schools,2023-2024,the bluest eye
Kafka on the Shore,"Murakami, Haruki",,,,Florida,Santa Rosa County Schools,2023-2024,kafka on the shore
Dead End,"Myers, Jason",,,,Florida,Santa Rosa County Schools,2023-2024,dead end
Shine,"Myracle, Lauren",,,,Florida,Santa Rosa County Schools,2023-2024,shine
ttfn,"Myracle, Lauren",,,,Florida,Santa Rosa County Schools,2023-2024,ttfn
Alice on the Outside,"Naylor, Phyllis Reynolds",,,,Florida,Santa Rosa County Schools,2023-2024,alice on the outside
Release,"Ness, Patrick",,,,Florida,Santa Rosa County Schools,2023-2024,release
Where I End and You Begin,"Norton, Preston",,,,Florida,Santa Rosa County Schools,2023-2024,where i end and you begin
Kings Rising,"Pacat, C. S.",,,,Florida,Santa Rosa County Schools,2023-2024,kings rising
Nineteen Minutes,"Picoult, Jodi",,,,Florida,Santa Rosa County Schools,2023-2024,nineteen minutes
A Curse of Roses,"Pinguicha, Diana",,,,Florida,Santa Rosa County Schools,2023-2024,a curse of roses
The Fountainhead,"Rand, Ayn",,,,Florida,Santa Rosa County Schools,2023-2024,the fountainhead
33 Snowfish,"Rapp, Adam",,"Ering, Timothy Basil",,Florida,Santa Rosa County Schools,2023-2024,33 snowfish
The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins",,,,Florida,Santa Rosa County Schools,2023-2024,the seven husbands of evelyn hugo
Memnoch the Devil,"Rice, Anne",,,,Florida,Santa Rosa County Schools,2023-2024,memnoch the devil
The Vampire Armand,"Rice, Anne",,,,Florida,Santa Rosa County Schools,2023-2024,the vampire armand
Almost Adulting: All You Need to Know to Get it Together (Sort of),"Rose, Arden",,,,Florida,Santa Rosa County Schools,2023-2024,almost adulting: all you need to know to get it together
Any Way the Wind Blows,"Rowell, Rainbow",,,,Florida,Santa Rosa County Schools,2023-2024,any way the wind blows
The Invisible Life of Addie LaRue,"Schwab, V. E.",,,,Florida,Santa Rosa County Schools,2023-2024,the invisible life of addie larue
Living Dead Girl,"Scott, Elizabeth",,,,Florida,Santa Rosa County Schools,2023-2024,living dead girl
The Almost Moon,"Sebold, Alice",,,,Florida,Santa Rosa County Schools,2023-2024,the almost moon
The Lovely Bones,"Sebold, Alice",,,,Florida,Santa Rosa County Schools,2023-2024,the lovely bones
The Art of Racing in the Rain,"Stein, Garth",,,,Florida,Santa Rosa County Schools,2023-2024,the art of racing in the rain
Sophie's Choice,"Styron, William",,,,Florida,Santa Rosa County Schools,2023-2024,sophie's choice
Cold,"Tamaki, Mariko",,,,Florida,Santa Rosa County Schools,2023-2024,cold
Concrete Rose,"Thomas, Angie",,,,Florida,Santa Rosa County Schools,2023-2024,concrete rose
Pride of Baghdad,"Vaughan, Brian K.",,"Henrichon, Niko",,Florida,Santa Rosa County Schools,2023-2024,pride of baghdad
Lulu and Milagro's Search for Clarity,"Velez, Angela",,,,Florida,Santa Rosa County Schools,2023-2024,lulu and milagro's search for clarity
Slaughterhouse-Five: The Graphic Novel,"Vonnegut Jr., Kurt","North, Ryan","Monteys, Albert",,Florida,Santa Rosa County Schools,2023-2024,slaughterhouse-five: the graphic novel
Fourth Wing,"Yarros, Rebecca",,,,Florida,Santa Rosa County Schools,2023-2024,fourth wing
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,Florida,Sarasota County Schools,2023-2024,fun home: a family tragicomic
Sword Catcher,"Clare, Cassandra",,,,Florida,Sarasota County Schools,2023-2024,sword catcher
A Touch of Dead,"Harris, Charlaine",,,,Florida,Sarasota County Schools,2023-2024,a touch of dead
Dead Until Dark,"Harris, Charlaine",,,,Florida,Sarasota County Schools,2023-2024,dead until dark
Triangles,"Hopkins, Ellen",,,,Florida,Sarasota County Schools,2023-2024,triangles
Fortuna,"Stevens, Michael R.",,,,Florida,Sarasota County Schools,2023-2024,fortuna
Blankets,"Thompson, Craig",,,,Florida,Sarasota County Schools,2023-2024,blankets
Ripley's Believe It or Not!: Shatter Your Senses!,"Tibbals, Geoff",,,,Florida,Sarasota County Schools,2023-2024,ripley's believe it or not!: shatter your senses!
Call Me By Your Name,"Aciman, André",,,,Florida,School District of Manatee County,2023-2024,call me by your name
The Haters,"Andrews, Jesse",,,,Florida,School District of Manatee County,2023-2024,the haters
Storm and Fury,"Armentrout, Jennifer L.",,,,Florida,School District of Manatee County,2023-2024,storm and fury
Infandous,"Arnold, Elana K.",,,,Florida,School District of Manatee County,2023-2024,infandous
What Girls Are Made Of,"Arnold, Elana K.",,,,Florida,School District of Manatee County,2023-2024,what girls are made of
Oryx and Crake,"Atwood, Margaret",,,,Florida,School District of Manatee County,2023-2024,oryx and crake
The Handmaid's Tale,"Atwood, Margaret",,,,Florida,School District of Manatee County,2023-2024,the handmaid's tale
Fun Home: A Family Tragicomic,"Bechdel, Alison",,,,Florida,School District of Manatee County,2023-2024,fun home: a family tragicomic
Forever...,"Blume, Judy",,,,Florida,School District of Manatee County,2023-2024,forever...
This Is Kind of an Epic Love Story,"Callender, Kacen",,,,Florida,School District of Manatee County,2023-2024,this is kind of an epic love story
Foul is Fair,"Capin, Hannah",,,,Florida,School District of Manatee County,2023-2024,foul is fair
Chosen,"Cast, P. C.","Cast, Kristin",,,Florida,School District of Manatee County,2023-2024,chosen
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,Florida,School District of Manatee County,2023-2024,the perks of being a wallflower
A Stolen Life,"Dugard, Jaycee",,,,Florida,School District of Manatee County,2023-2024,a stolen life
The Carnival at Bray,"Foley, Jessie Ann",,,,Florida,School District of Manatee County,2023-2024,the carnival at bray
Dime,"Frank, E. R.",,,,Florida,School District of Manatee County,2023-2024,dime
Life is Funny,"Frank, E. R.",,,,Florida,School District of Manatee County,2023-2024,life is funny
Collected Poems 1947-1980,"Ginsberg, Allen",,,,Florida,School District of Manatee County,2023-2024,collected poems 1947-1980
Forever for a Year,"Gottfred, B. T.",,,,Florida,School District of Manatee County,2023-2024,forever for a year
The Handsome Girl and Her Beautiful Boy,"Gottfred, B. T.",,,,Florida,School District of Manatee County,2023-2024,the handsome girl and her beautiful boy
The Nerdy and the Dirty,"Gottfred, B. T.",,,,Florida,School District of Manatee County,2023-2024,the nerdy and the dirty
Looking for Alaska,"Green, John",,,,Florida,School District of Manatee County,2023-2024,looking for alaska
Lighter than My Shadow,"Green, Katie",,,,Florida,School District of Manatee County,2023-2024,lighter than my shadow
Water for Elephants,"Gruen, Sara",,,,Florida,School District of Manatee County,2023-2024,water for elephants
The Freedom Writers Diary,"Gruwell, Erin",The Freedom Writers,,,Florida,School District of Manatee County,2023-2024,the freedom writers diary
Homegoing,"Gyasi, Yaa",,,,Florida,School District of Manatee County,2023-2024,homegoing
Burned (EH),"Hopkins, Ellen",,,,Florida,School District of Manatee County,2023-2024,burned
Fallout,"Hopkins, Ellen",,,,Florida,School District of Manatee County,2023-2024,fallout
Identical,"Hopkins, Ellen",,,,Florida,School District of Manatee County,2023-2024,identical
People Kill People,"Hopkins, Ellen",,,,Florida,School District of Manatee County,2023-2024,people kill people
Tilt (EH),"Hopkins, Ellen",,,,Florida,School District of Manatee County,2023-2024,tilt
Traffick,"Hopkins, Ellen",,,,Florida,School District of Manatee County,2023-2024,traffick
I Never,"Hopper, Laura",,,,Florida,School District of Manatee County,2023-2024,i never
The Kite Runner,"Hosseini, Khaled",,,,Florida,School District of Manatee County,2023-2024,the kite runner
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,School District of Manatee County,2023-2024,all boys aren't blue
Milk and Honey,"Kaur, Rupi",,,,Florida,School District of Manatee County,2023-2024,milk and honey
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan",,,,Florida,School District of Manatee County,2023-2024,beyond magenta: transgender teens speak out
Girl in Translation,"Kwok, Jean",,,,Florida,School District of Manatee County,2023-2024,girl in translation
Last Night at the Telegraph Club,"Lo, Malinda",,,,Florida,School District of Manatee County,2023-2024,last night at the telegraph club
Boy Toy,"Lyga, Barry",,,,Florida,School District of Manatee County,2023-2024,boy toy
A Court of Frost and Starlight,"Maas, Sarah J.",,,,Florida,School District of Manatee County,2023-2024,a court of frost and starlight
A ​Court of Silver Flames,"Maas, Sarah J.",,,,Florida,School District of Manatee County,2023-2024,a ​court of silver flames
Empire of Storms,"Maas, Sarah J.",,,,Florida,School District of Manatee County,2023-2024,empire of storms
Kingdom of Ash,"Maas, Sarah J.",,,,Florida,School District of Manatee County,2023-2024,kingdom of ash
Guyaholic,"Mackler, Carolyn",,,,Florida,School District of Manatee County,2023-2024,guyaholic
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",,,,Florida,School District of Manatee County,2023-2024,wicked: the life and times of the wicked witch of the west
The Truth About Alice: A Novel,"Mathieu, Jennifer",,,,Florida,School District of Manatee County,2023-2024,the truth about alice: a novel
Man o' War,"McCarthy, Cory",,,,Florida,School District of Manatee County,2023-2024,man o' war
Beloved,"Morrison, Toni",,,,Florida,School District of Manatee County,2023-2024,beloved
The Bluest Eye,"Morrison, Toni",,,,Florida,School District of Manatee County,2023-2024,the bluest eye
Kissing Kate,"Myracle, Lauren",,,,Florida,School District of Manatee County,2023-2024,kissing kate
Shine,"Myracle, Lauren",,,,Florida,School District of Manatee County,2023-2024,shine
The Infinite Moment of Us,"Myracle, Lauren",,,,Florida,School District of Manatee County,2023-2024,the infinite moment of us
Like a Love Story,"Nazemian, Abdi",,,,Florida,School District of Manatee County,2023-2024,like a love story
Lullaby,"Palahniuk, Chuck",,,,Florida,School District of Manatee County,2023-2024,lullaby
Out of Darkness,"Pérez, Ashley Hope",,,,Florida,School District of Manatee County,2023-2024,out of darkness
Juliet Takes a Breath,"Rivera, Gabby",,,,Florida,School District of Manatee County,2023-2024,juliet takes a breath
Juliet Takes a Breath: The Graphic Novel,"Rivera, Gabby",,"Moscote, Celia",,Florida,School District of Manatee County,2023-2024,juliet takes a breath: the graphic novel
Normal People,"Rooney, Sally",,,,Florida,School District of Manatee County,2023-2024,normal people
Eleanor and Park,"Rowell, Rainbow",,,,Florida,School District of Manatee County,2023-2024,eleanor and park
Jesus Land: A Memoir,"Scheeres, Julia",,,,Florida,School District of Manatee County,2023-2024,jesus land: a memoir
Lucky (AS),"Sebold, Alice",,,,Florida,School District of Manatee County,2023-2024,lucky
The Almost Moon,"Sebold, Alice",,,,Florida,School District of Manatee County,2023-2024,the almost moon
Drama: A Graphic Novel,"Telgemeier, Raina",,,,Florida,School District of Manatee County,2023-2024,drama: a graphic novel
Concrete Rose,"Thomas, Angie",,,,Florida,School District of Manatee County,2023-2024,concrete rose
Blankets,"Thompson, Craig",,,,Florida,School District of Manatee County,2023-2024,blankets
Princess on the Brink,"Cabot, Meg",,,,Florida,School District of Palm Beach County,2023-2024,princess on the brink
Ace of Spades,"Àbíké-Íyímídé, Faridah",,,,Florida,Seminole County Public Schools,2023-2024,ace of spades
The Poet X,"Acevedo, Elizabeth",,,,Florida,Seminole County Public Schools,2023-2024,the poet x
Leah on the Offbeat,"Albertalli, Becky",,,,Florida,Seminole County Public Schools,2023-2024,leah on the offbeat
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,Florida,Seminole County Public Schools,2023-2024,the absolutely true diary of a part-time indian
Zahra's Paradise,Amir,,Khalil,,Florida,Seminole County Public Schools,2023-2024,zahra's paradise
Speak,"Anderson, Laurie Halse",,,,Florida,Seminole County Public Schools,2023-2024,speak
Speak: The Graphic Novel,"Anderson, Laurie Halse",,"Carroll, Emily",,Florida,Seminole County Public Schools,2023-2024,speak: the graphic novel
Me and Earl and the Dying Girl,"Andrews, Jesse",,,,Florida,Seminole County Public Schools,2023-2024,me and earl and the dying girl
