Title,Author,sex or gender,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
Wicked,Gregory Maguire,male,,,,Florida,St. John's County School District,2023-2024
Plenty of Hugs,Fran Manushkin,female,,,,Florida,St. John's County School District,2023-2024
Escape from Chernobyl,"Marino, Andy",,,,,Florida,St. John's County School District,2023-2024
A Clash of Kings,George R. R. Martin,male,,,,Florida,St. John's County School District,2023-2024
A Game of Thrones,George R. R. Martin,male,,,,Florida,St. John's County School District,2023-2024
One Last Stop,Casey McQuiston,non-binary,,,,Florida,St. John's County School District,2023-2024
I am Billie Jean King,Brad Meltzer,male,,"Eliopoulos, Christopher",,Florida,St. John's County School District,2023-2024
"Minecraft, Vol 1",Sfé R. Monster,,,"Graley, Sarah",,Florida,St. John's County School District,2023-2024
"Minecraft, Volume 2",Sfé R. Monster,,,"Graley, Sarah",,Florida,St. John's County School District,2023-2024
"Minecraft, Volume 3",Sfé R. Monster,,,"Graley, Sarah",,Florida,St. John's County School District,2023-2024
Resistance,"Nielsen, Jennifer A.",,,,,Florida,St. John's County School District,2023-2024
Words on Fire,"Nielsen, Jennifer A.",,,,,Florida,St. John's County School District,2023-2024
Breathless (JN),Jennifer Niven,female,,,,Florida,St. John's County School District,2023-2024
"Olympians (Series, not volume specific)","O'Connor, George",,,"Alizadeh, Kip",,Florida,St. John's County School District,2023-2024
The Tea Dragon Society,Kay O’Neill,non-binary,,,,Florida,St. John's County School District,2023-2024
"Fire Force, Vol. 1",Atsushi Ōkubo,male,,,,Florida,St. John's County School District,2023-2024
The Best at It,Maulik Pancholy,male,,,,Florida,St. John's County School District,2023-2024
Project Mulberry,"Park, Linda Sue",,,,,Florida,St. John's County School District,2023-2024
Who Was Maurice Sendak?,"Pascal, Janet B.",,,"Marchesi, Stephen",,Florida,St. John's County School District,2023-2024
Born Ready: The True Story of a Boy Named Penelope,"Patterson, Jodie",,,"Barlow, Charnelle Pinkney",,Florida,St. John's County School District,2023-2024
Out of Darkness,Ashley Hope Pérez,female,,,,Florida,St. John's County School District,2023-2024
Our Subway Baby,Peter Mercurio,,,"Espinosa, Leo",,Florida,St. John's County School District,2023-2024
My Sister's Keeper,Jodi Picoult,female,,,,Florida,St. John's County School District,2023-2024
Nineteen Minutes,Jodi Picoult,female,,,,Florida,St. John's County School District,2023-2024
33 Snowfish,Adam Rapp,male,,"Ering, Timothy Basil",,Florida,St. John's County School District,2023-2024
All American Boys,"Reynolds, Jason",,"Kiely, Brendan",,,Florida,St. John's County School District,2023-2024
Billie Jean! How Tennis Star Billie Jean King Changed Women's Sports,Mara Rockliff,female,,"Baddeley, Elizabeth",,Florida,St. John's County School District,2023-2024
Normal People,Sally Rooney,female,,,,Florida,St. John's County School District,2023-2024
Megan Rapinoe: Soccer Superstar,"Rose, Rachel",,,,,Florida,St. John's County School District,2023-2024
"Dork Diaries (Series, not volume specific)",Rachel Renee Russell,female,,,,Florida,St. John's County School District,2023-2024
Families Around the World,"Ruurs, Margriet",,,"Gordon, Jessica Rae",,Florida,St. John's County School District,2023-2024
We Are Not From Here,Jenny Torres Sanchez,female,,,,Florida,St. John's County School District,2023-2024
Code-Breaker and Mathematician Alan Turing,"Schwartz, Heather E.",,,,,Florida,St. John's County School District,2023-2024
The Almost Moon,Alice Sebold,female,,,,Florida,St. John's County School District,2023-2024
The Cardboard Kingdom,"Sell, Chad",,,,,Florida,St. John's County School District,2023-2024
Harriet Gets Carried Away,Jessie Sima,female,,,,Florida,St. John's County School District,2023-2024
Don't Tell the Nazis,Marsha Skrypuch,female,,,,Florida,St. John's County School District,2023-2024
Making Bombs for Hitler,Marsha Skrypuch,female,,,,Florida,St. John's County School District,2023-2024
Stolen Girl,"Skyrpuch, Marsha Forchuk",,,,,Florida,St. John's County School District,2023-2024
The War Below,"Skyrpuch, Marsha Forchuk",,,,,Florida,St. John's County School District,2023-2024
Malcolm X,Jack Slater,male,,,,Florida,St. John's County School District,2023-2024
Black Panther: The Young Prince,"Smith, Ronald L.",,,,,Florida,St. John's County School District,2023-2024
Maniac Magee,Jerry Spinelli,male,,,,Florida,St. John's County School District,2023-2024
The List of Things That Will Not Change,Rebecca Stead,female,,,,Florida,St. John's County School District,2023-2024
Nimona,N.D. Stevenson,transmasculine,,,,Florida,St. John's County School District,2023-2024
,,bigender,,,,,,
,,non-binary,,,,,,
Who Was Sally Ride?,Megan Stine,female,,"Hammond, Ted",,Florida,St. John's County School District,2023-2024
Drama: A Graphic Novel,Raina Telgemeier,female,,,,Florida,St. John's County School District,2023-2024
"Meg, Jo, Beth, and Amy: A Modern Graphic Retelling of Little Women","Terciero, Rey",,"Alcott, Louisa May","Indigo, Bre",,Florida,St. John's County School District,2023-2024
On the Come Up,Angie Thomas,female,,,,Florida,St. John's County School District,2023-2024
The Hate U Give,Angie Thomas,female,,,,Florida,St. John's County School District,2023-2024
Strange Truth,Maggie Thrash,female,,,,Florida,St. John's County School District,2023-2024
Almost There and Almost Not,"Urban, Linda",,,,,Florida,St. John's County School District,2023-2024
Elton John,María Isabel Sánchez Vegara,female,,"Beer, Sophie",,Florida,St. John's County School District,2023-2024
Katie the Catsitter: Best Friends for Never,Colleen A. F. Venable,female,,"Yue, Stephanie",,Florida,St. John's County School District,2023-2024
The Secret Garden on 81st Street: A Modern Graphic Retelling of The Secret Garden,Ivy Noelle Weir,female,,"Padilla, Amber",,Florida,St. John's County School District,2023-2024
Home at Last (VBW),Vera Williams,female,,"Raschka, Chris",,Florida,St. John's County School District,2023-2024
One Hot Second: Stories About Desire,"Young, Cathy",,"Armstrong, Jennifer; Wittlinger, Ellen; Woodson, Jacqueline; Dessen, Sarah; Donoghue, Emma; Garden, Nancy; Johnson, Angela; Martinez, Victor; Mazer, Norma Fox; Vail, Rachel; Wallace, Rich",,,Florida,St. John's County School District,2023-2024
I Know Why The Caged Bird Sings,Maya Angelou,female,,,,Florida,Union County School District,2023-2024
Thirteen Reasons Why,Jay Asher,male,,,,Florida,Union County School District,2023-2024
Cruel Crown,Victoria Aveyard,female,,,,Florida,Union County School District,2023-2024
Red Glove,"Black, Holly",,,,,Florida,Union County School District,2023-2024
A Great and Terrible Beauty,Libba Bray,female,,,,Florida,Union County School District,2023-2024
Ready or Not,Meg Cabot,female,,,,Florida,Union County School District,2023-2024
The Princess Diaries,Meg Cabot,female,,,,Florida,Union County School District,2023-2024
City of Bones,Cassandra Clare,female,,,,Florida,Union County School District,2023-2024
The Chocolate War,Robert Cormier,male,,,,Florida,Union County School District,2023-2024
All the Light We Cannot See,Anthony Doerr,male,,,,Florida,Union County School District,2023-2024
A Northern Light,"Donnelly, Jennifer",,,,,Florida,Union County School District,2023-2024
Invisible Man,Ralph Ellison,male,,,,Florida,Union County School District,2023-2024
Cold Mountain,"Frazier, Charles",,,,,Florida,Union County School District,2023-2024
Unbroken,"Hillenbrand, Lauren",,,,,Florida,Union County School District,2023-2024
"Mates, Dates, and Inflatable Bras",Cathy Hopkins,female,,,,Florida,Union County School District,2023-2024
The Kite Runner,Khaled Hosseini,male,,,,Florida,Union County School District,2023-2024
One Flew Over the Cuckoo's Nest,Ken Kesey,male,,,,Florida,Union County School District,2023-2024
Messed Up,Janet Nichols Lynch,female,,,,Florida,Union County School District,2023-2024
Beloved,Toni Morrison,female,,,,Florida,Union County School District,2023-2024
The Bluest Eye,Toni Morrison,female,,,,Florida,Union County School District,2023-2024
Big Nate All Work and No Play: A Collection of Sundays,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate and Friends,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: Blasts Off,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: Flips Out,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate From the Top,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate Game On!,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate Goes for Broke,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate Hug it Out!,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: In the Zone,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate Lives it Up,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate Makes the Grade,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: On a Roll,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate Strikes Again,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: A Good Old-Fashioned Wedgie,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: Genius Mode,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: Great Minds Think Alike,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: I Can’t Take It,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: In a Class by Himself,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: Mr. Popularity,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: Revenge of the Cream Puffs,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: Say Good-bye to Dork City,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: The Crowd Goes Wild,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate: What Could Possibly Go Wrong,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
Big Nate's Greatest Hits,Lincoln Peirce,male,,,,Florida,Union County School District,2023-2024
"The Vampire Diaries (Series, Title Not Specified)","Smith, L. J.",,,,,Florida,Union County School District,2023-2024
Slaughterhouse-Five,Kurt Vonnegut,male,,,,Florida,Union County School District,2023-2024
The Color Purple,"Walker, Alice",,,,,Florida,Union County School District,2023-2024
The Holy Bible (King James Version),Anonymous,,The Gideon's International,,,Florida,Volusia County Schools,2023-2024
Storm and Fury,Jennifer Armentrout,female,,,,Florida,Volusia County Schools,2023-2024
This Is Kind of an Epic Love Story,Kacen Callender,demiboy,,,,Florida,Volusia County Schools,2023-2024
,,trans man,,,,,,
Chosen,P. C. Cast,female,"Cast, Kristin",,,Florida,Volusia County Schools,2023-2024
A Stolen Life,Jaycee Lee Dugard,female,,,,Florida,Volusia County Schools,2023-2024
The Freedom Writers Diary,Erin Gruwell,female,The Freedom Writers,,,Florida,Volusia County Schools,2023-2024
We Contain Multitudes,Sarah Henstra,female,,,,Florida,Volusia County Schools,2023-2024
The Kite Runner,Khaled Hosseini,male,,,,Florida,Volusia County Schools,2023-2024
The Kite Runner Graphic Novel,Khaled Hosseini,male,,"Celoni, Fabio; Andolfo, Mirka",,Florida,Volusia County Schools,2023-2024
We Are the Ants,Shaun David Hutchinson,male,,,,Florida,Volusia County Schools,2023-2024
Unravel Me,Tahereh Mafi,female,,,,Florida,Volusia County Schools,2023-2024
A Clash of Kings,George R. R. Martin,male,,,,Florida,Volusia County Schools,2023-2024
Song of Solomon,Toni Morrison,female,,,,Florida,Volusia County Schools,2023-2024
Concrete Rose,Angie Thomas,female,,,,Florida,Volusia County Schools,2023-2024
Native Son,"Wright, Richard",,,,,Florida,Volusia County Schools,2023-2024
Ace of Spades,Faridah Àbíké-Íyímídé,female,,,,Georgia,Cobb County School District,2023-2024
Uncomfortable Conversations with a Black Boy,Emmanuel Acho,male,,,,Georgia,Cobb County School District,2023-2024
How It All Blew Up,Arvin Ahmadi,male,,,,Georgia,Cobb County School District,2023-2024
Me and Earl and the Dying Girl,Jesse Andrews,male,,,,Georgia,Cobb County School District,2023-2024
Flowers in the Attic,V. C. Andrews,female,,,,Georgia,Cobb County School District,2023-2024
Thirteen Reasons Why,Jay Asher,male,,,,Georgia,Cobb County School District,2023-2024
The Black Flamingo,Dean Atta,male,,,,Georgia,Cobb County School District,2023-2024
The Handmaid's Tale,Margaret Atwood,female,,,,Georgia,Cobb County School District,2023-2024
Into the Real,Z Brewer,trans man,,,,Georgia,Cobb County School District,2023-2024
Felix Ever After,Kacen Callender,demiboy,,,,Georgia,Cobb County School District,2023-2024
,,trans man,,,,,,
Lark and Kasim Start a Revolution,Kacen Callender,demiboy,,,,Georgia,Cobb County School District,2023-2024
,,trans man,,,,,,
Rural Voices: 15 Authors Challenge Assumptions About Small-Town America,"Carpenter, Nora Shalaway",,"Bowles, David; Bruchac, Joseph; Bybee, Veeda; Cosby, Shawn; Costello, Rob; DuBurke, Randy; Edwards, Shanna; Gill, David Macinnis; Hopson, Rainey Nasugraq; Laure, Estelle; Mendez, Yamile Saied; Perez, Ashley Hope; Price, Tirzah",,,Georgia,Cobb County School District,2023-2024
The Perks of Being a Wallflower,Stephen Chbosky,male,,,,Georgia,Cobb County School District,2023-2024
"American Women Activists' Writings: An Anthology, 1637-2002",Kathryn Cullen-DuPont,female,,,,Georgia,Cobb County School District,2023-2024
Flamer,Mike Curato,male,,,,Georgia,Cobb County School District,2023-2024
"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,male,,,,Georgia,Cobb County School District,2023-2024
The Passing Playbook,Isaac Fitzsimons,trans man,,,,Georgia,Cobb County School District,2023-2024
All Eyes on Us,Kit Frick,female,,,,Georgia,Cobb County School District,2023-2024
Girl in Pieces,Kathleen Glasgow,female,,,,Georgia,Cobb County School District,2023-2024
Beasts of Prey,Ayana Gray,female,,,,Georgia,Cobb County School District,2023-2024
It Ends With Us,Colleen Hoover,female,,,,Georgia,Cobb County School District,2023-2024
The State of Us,Shaun David Hutchinson,male,,,,Georgia,Cobb County School District,2023-2024
All Boys Aren't Blue,George M. Johnson,non-binary,,,,Georgia,Cobb County School District,2023-2024
Milk and Honey,Rupi Kaur,female,,,,Georgia,Cobb County School District,2023-2024
How to Be an Antiracist,Ibram X. Kendi,male,,,,Georgia,Cobb County School District,2023-2024
The Names We Take,"Kerr, Trace",,,,,Georgia,Cobb County School District,2023-2024
It,Stephen King,male,,,,Georgia,Cobb County School District,2023-2024
Later,Stephen King,male,,,,Georgia,Cobb County School District,2023-2024
Dangerous Play,"Kress, Emma",,,,,Georgia,Cobb County School District,2023-2024
Beyond Magenta: Transgender Teens Speak Out,Susan Kuklin,female,,,,Georgia,Cobb County School District,2023-2024
Ready When You Are,Gary Lonesborough,male,,,,Georgia,Cobb County School District,2023-2024
Unlock Your Storybook Heart,Amanda Lovelace,female,,,,Georgia,Cobb County School District,2023-2024
Like Other Girls,Britta Lundin,male,,,,Georgia,Cobb County School District,2023-2024
The League of Super Feminists,Mirion Malle,female,,,"Jensen, Aleshia",Georgia,Cobb County School District,2023-2024
Color Outside the Lines: Stories About Love,Sangu Mandanna,female,"Ahmed, Samira; Chapman, Elsie; Gibaldi, Lauren; Kang, Lydia; Keil, Michelle Ruiz; Lee, Lori M.; McKinney, L.L.; McLemore, Anna-Marie; Paige, Danielle; Riazi, Karuna; Richmond, Caroline Tung; Silvera, Adam; Sim, Tara; Smith, Eric; Zekas, Kelly; Shanker, Tarun",,,Georgia,Cobb County School District,2023-2024
